query,bucket,cluster,page,volume,gsc_impressions,gsc_clicks,bing_impressions,bing_clicks
cgt husband and wife transfers,already-covered,,,0,0,0,1,0
cgt if i gift half property in uk to wife,already-covered,,,0,0,0,1,1
cgt if you value at march 1982 when is the ppr calculated that applies before that date,already-covered,,,0,0,0,1,0
cgt implications of gifting a share of a property to an adult grandson,already-covered,,,0,0,0,1,1
cgt improvements to property,already-covered,,,0,0,0,6,0
cgt in 202627,already-covered,,,0,0,0,1,0
cgt in land,already-covered,,,0,0,0,1,0
cgt in spain,excluded-offniche,cgt in spain,,590,0,0,0,0
cgt increase,gap-no-page,capital gains tax rates 2024/25,,210,0,0,0,0
cgt installing a kitchen extension,already-covered,,,0,0,0,1,0
cgt inter spouse transfer exemption 2026 27 form,already-covered,,,0,0,0,1,1
cgt investment property,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,70,0,0,0,0
cgt land,gap-no-page,do companies pay cgt,,260,0,0,0,0
cgt land and property,already-covered,,,0,0,0,2,1
cgt last 9 months of ownership,already-covered,,,0,0,0,2,0
cgt late capital gains,already-covered,,,0,0,0,2,0
cgt letting relief,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,320,0,0,1,0
cgt lettings relief,assigned,cgt letting relief,/blog/capital-gains-tax/letting-relief-landlords-2026-changes,320,0,0,0,0
cgt liability for companies selling property within 60 days uk,already-covered,,,0,0,0,2,0
cgt loss notification deadline uk,already-covered,,,0,0,0,2,0
cgt loss offset rules uk property disposal,already-covered,,,0,0,0,4,0
cgt losses carry forward,assigned,capital gains loss,/blog/capital-gains-tax/cgt-property-sold-loss-claim-capital-losses,50,0,0,0,0
cgt losses spouses,already-covered,,,0,0,0,1,0
cgt main residence exemption,assigned,capital gains tax main residence,/blog/capital-gains-tax/principal-private-residence-relief-landlords,70,0,0,0,0
cgt n uk of property sale higher rate tax payer,already-covered,,,0,0,0,2,0
cgt nil band on the sale of your uk personal home,already-covered,,,0,0,0,1,0
cgt nil band on the sale of your uk residence,already-covered,,,0,0,0,2,0
cgt non resident,assigned,capital gains on residential property,/blog/capital-gains-tax/capital-gains-tax-property-sale-uk-2026-rates-allowances,390,0,0,0,0
cgt non resident 60 day,already-covered,,,0,0,0,2,0
cgt non resident disposal of land,already-covered,,,0,0,0,2,0
cgt non resident return initial gain or loss ppr,already-covered,,,0,0,0,1,0
cgt non resident uk,assigned,capital gains on residential property,/blog/capital-gains-tax/capital-gains-tax-property-sale-uk-2026-rates-allowances,260,0,0,0,0
cgt non resident uk property,already-covered,,,0,0,0,5,1
cgt non residents,assigned,capital gains on residential property,/blog/capital-gains-tax/capital-gains-tax-property-sale-uk-2026-rates-allowances,390,0,0,0,0
cgt non-resident return,already-covered,,,0,0,0,2,0
cgt non-uk resident prr,already-covered,,,0,0,0,1,0
cgt of spouses pre 2023,already-covered,,,0,0,0,2,0
cgt on a gift,already-covered,,,0,0,0,1,0
cgt on a gift of property,already-covered,,,0,0,0,1,1
cgt on an interpouse transfer,already-covered,,,0,0,0,2,0
cgt on btl property,already-covered,,,0,4,0,0,0
cgt on btl property uk,already-covered,,,0,0,0,2,0
cgt on buy to let,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,170,3,0,0,0
cgt on buy to let property,already-covered,,,0,2,0,0,0
cgt on buy to let property to be sold,already-covered,,,0,0,0,1,0
cgt on buy-to-let,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,170,0,0,0,0
cgt on cars,gap-no-page,,,110,0,0,0,0
cgt on commercial property,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,90,0,0,0,0
cgt on commercial property uk,already-covered,,,0,0,0,1,0
cgt on disposal between spouses,already-covered,,,0,0,0,1,0
cgt on disposal of property uk,already-covered,,,0,0,0,1,0
cgt on divorce,assigned,capital gains tax divorce,/blog/incorporation-and-company-structures/sdlt-divorce-separation-transfer-relief-schedule-3-paragraph-3-fa-2003,210,0,0,0,0
cgt on flats,already-covered,,,0,0,0,1,0
cgt on foreign property,assigned,capital gains foreign property,/blog/capital-gains-tax/cgt-overseas-property-uk-residents-foreign-disposals,110,0,0,0,0
cgt on gift of home,already-covered,,,0,0,0,2,0
cgt on gift of property to children,already-covered,,,0,0,0,2,0
cgt on gift of second property to a spouse,already-covered,,,0,0,0,2,0
cgt on gifted property,assigned,cgt on gifted property,/blog/landlord-tax-essentials/iht-7-year-clock-property-gifting-mid-life-landlord-strategy,390,2,0,0,0
cgt on gifting,already-covered,,,0,0,0,1,0
cgt on gifting a property,already-covered,,,0,0,0,3,1
cgt on gifting house,already-covered,,,0,0,0,2,0
cgt on gifting property to children,already-covered,,,0,0,0,2,0
cgt on gifts,already-covered,,,0,0,0,2,0
cgt on gifts of property,assigned,cgt on gifted property,/blog/landlord-tax-essentials/iht-7-year-clock-property-gifting-mid-life-landlord-strategy,390,0,0,0,0
cgt on gifts to children,already-covered,,,0,0,0,1,1
cgt on gilts,assigned,cgt on gilts,/blog/capital-gains-tax/cgt-annual-exempt-amount-3000-allowance-2026-27,140,0,0,0,0
cgt on high rates,already-covered,,,0,0,0,1,0
cgt on house sale,already-covered,,,0,0,0,1,0
cgt on house sale guide,already-covered,,,0,0,0,1,0
cgt on house sold 2026 which was ppr and let,already-covered,,,0,0,0,1,0
cgt on inherited property,assigned,cgt on property inherited,/blog/capital-gains-tax/cgt-inherited-rental-property-calculation-uk,210,0,0,0,0
cgt on inherited property uk,assigned,cgt on property inherited,/blog/capital-gains-tax/cgt-inherited-rental-property-calculation-uk,110,1,0,0,0
cgt on inter spouse transfer not living at the property,already-covered,,,0,0,0,1,0
cgt on investment property is charged at what rate fy 26,already-covered,,,0,0,0,1,1
cgt on land,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,260,0,0,0,0
cgt on land sale,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,90,2,0,0,0
cgt on land sales,already-covered,,,0,1,0,0,0
cgt on london tax property,already-covered,,,0,0,0,1,0
cgt on main residence,assigned,capital gains tax main residence,/blog/capital-gains-tax/principal-private-residence-relief-landlords,110,0,0,0,0
cgt on non residents,assigned,capital gains on residential property,/blog/capital-gains-tax/capital-gains-tax-property-sale-uk-2026-rates-allowances,390,0,0,2,0
cgt on non-residents - residential property,already-covered,,,0,0,0,2,0
cgt on overseas property,already-covered,,,0,0,0,1,0
cgt on ppr,assigned,capital gains tax private residence relief,/blog/capital-gains-tax/principal-private-residence-relief-landlords,90,0,0,0,0
cgt on previous private residence,already-covered,,,0,0,0,2,0
cgt on primary residence,assigned,capital gains tax main residence,/blog/capital-gains-tax/principal-private-residence-relief-landlords,880,0,0,0,0
cgt on primary residence uk,assigned,capital gains tax main residence,/blog/capital-gains-tax/principal-private-residence-relief-landlords,140,0,0,0,0
cgt on property,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,2400,3,0,106,3
cgt on property calculator,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,1900,0,0,0,0
cgt on property disposal,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,90,5,0,7,1
cgt on property disposals,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,90,0,0,0,0
cgt on property farringdon,already-covered,,,0,3,0,0,0
cgt on property inherited,assigned,cgt on property inherited,/blog/capital-gains-tax/cgt-inherited-rental-property-calculation-uk,1000,0,0,0,0
cgt on property previously home,already-covered,,,0,0,0,1,1
cgt on property rates,already-covered,,,0,0,0,2,1
cgt on property return,already-covered,,,0,0,0,4,0
cgt on property sale,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,390,0,0,0,0
cgt on property sale uk,already-covered,,,0,0,0,1,0
cgt on property sale what percentages to pay,already-covered,,,0,0,0,1,0
cgt on property sales,assigned,capital gains on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,390,0,0,2,0
cgt on property uk,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,1600,0,0,10,0
cgt on property which was home for a certain duration,already-covered,,,0,0,0,1,0
cgt on property wimbledon,already-covered,,,0,1,0,0,0
cgt on property you lived in and then rented out,already-covered,,,0,0,0,4,0
cgt on rental property,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,590,1,0,3,0
cgt on rental property in uk,already-covered,,,0,0,0,2,0
cgt on rental property rates,already-covered,,,0,0,0,1,0
cgt on rental property uk,assigned,capital gains tax on property,/blog/capital-gains-tax/capital-gains-tax-property-complete-guide-uk,90,3,0,8,1
cgt on rented property,already-covered,,,0,0,0,3,0
cgt on residential gone on tax return and not cgt return on residential property,already-covered,,,0,0,0,1,0
cgt on residential investment property,already-covered,,,0,0,0,1,0
cgt on residential property,assigned,uk capital gains tax calculator,/calculators/capital-gains-tax-calculator,1000,1,0,57,0
cgt on residential property 2025 26,gap-no-page,capital gains tax rate 2026,,110,0,0,0,0
cgt on residential property 2025/26,gap-no-page,capital gains tax rate 2026,,110,0,0,0,0
cgt on residential property 2026/27,already-covered,,,0,42,1,48,1
cgt on residential property 2026/27 england,already-covered,,,0,0,0,1,0
cgt on residential property 2026/27 england when is a property a main residence,already-covered,,,0,0,0,1,0
cgt on residential property 2026/27 uk,already-covered,,,0,0,0,5,2
cgt on residential property in uk 2026,already-covered,,,0,0,0,1,0
cgt on residential property return,already-covered,,,0,0,0,1,0
cgt on residential property sale,already-covered,,,0,0,0,3,0
cgt on residential.peoperty,already-covered,,,0,0,0,1,0
cgt on sale of btl,already-covered,,,0,0,0,1,0
cgt on sale of business property that is also you from 2026,already-covered,,,0,0,0,1,0
cgt on sale of land,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,170,0,0,0,0
cgt on sale of ppr uk,already-covered,,,0,0,0,2,0
cgt on sale of previous ppr,already-covered,,,0,0,0,1,1
cgt on sale of property in uk,already-covered,,,0,0,0,2,0
cgt on sale of property uk,already-covered,,,0,0,0,2,0
cgt on sale of rental property uk,already-covered,,,0,0,0,1,1
cgt on sale of residential property,already-covered,,,0,0,0,6,0
cgt on sale of residential property uk,already-covered,,,0,0,0,5,0
cgt on sale of uk property by non resident,already-covered,,,0,0,0,2,0
cgt on sale unfurnished rental property reporting and paying uk 2026/27,already-covered,,,0,0,0,1,1
cgt on sales to spouse,already-covered,,,0,0,0,1,0
cgt on second homes,gap-no-page,capital gains on second home,,880,0,0,0,0
cgt on second homes calculator,assigned,capital gains tax calculator,/calculators/capital-gains-tax-calculator,90,0,0,0,0
cgt on second homes uk,gap-no-page,capital gains on second home,,110,0,0,0,0
cgt on second property,gap-no-page,capital gains on second home,,880,0,0,0,0
cgt on selling buy to let property uk 2026-2027,already-covered,,,0,0,0,3,1
cgt on selling rental.property,already-covered,,,0,0,0,1,1
cgt on shares,assigned,how much capital gain,/blog/capital-gains-tax/cgt-property-2027-rate-changes-uk-landlords,2900,0,0,0,0
cgt on shares calculator,deferred-shares-decision,capital gains tax on shares calculator,,1300,0,0,0,0
cgt on surrender of lease,already-covered,,,0,0,0,1,0
cgt on transfer between husband and wife,already-covered,,,0,0,0,2,0
cgt on transfer of cash,already-covered,,,0,0,0,2,0
cgt on transfer of property,already-covered,,,0,0,0,2,0
cgt on transfer of property to child hmrc,already-covered,,,0,0,0,2,0
cgt on transfer of property to company,already-covered,,,0,0,0,2,0
cgt on transfer of valuables to son,already-covered,,,0,0,0,1,1
cgt on transfers between spouses,already-covered,,,0,0,0,3,0
cgt on transfers between spouses family law,already-covered,,,0,0,0,1,0
cgt on transfers between spusess,already-covered,,,0,0,0,2,1
cgt on trasferring residential property to limited company,already-covered,,,0,0,0,1,1
cgt on uk property,already-covered,,,0,0,0,7,0
cgt on uk property account,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,90,0,0,1,0
cgt on uk property disposal,already-covered,,,0,0,0,2,0
cgt on uk property for non residents,already-covered,,,0,0,0,1,0
cgt on uk property non resident,already-covered,,,0,0,0,2,0
cgt on uk property return,already-covered,,,0,0,0,7,0
cgt on uk property returns penalties,already-covered,,,0,0,0,1,0
cgt on uk property sales,already-covered,,,0,0,0,2,0
cgt on uk resident property if non-resident,already-covered,,,0,0,0,2,0
cgt on yuk property,already-covered,,,0,0,0,2,0
cgt paper return,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,70,0,0,0,0
cgt pay and report 2026/27 form to post,already-covered,,,0,0,0,3,0
cgt payable to transfer of property between cohabiting couples,already-covered,,,0,0,0,1,0
cgt payment dates,already-covered,,,0,104,0,4,0
cgt payment deadline,already-covered,,,0,2,0,1,0
cgt payment deadlines on property extension,already-covered,,,0,0,0,1,1
cgt period of deemed residence,already-covered,,,0,0,0,3,0
cgt personal allowance,assigned,capital gains tax how much,/blog/capital-gains-tax/2027-property-tax-rates-affect-capital-gains-tax-sales,390,0,0,0,0
cgt personal house sale uk,already-covered,,,0,0,0,2,0
cgt planning for landlords,already-covered,,,0,4,0,0,0
cgt ppr,assigned,capital gains tax private residence relief,/blog/capital-gains-tax/principal-private-residence-relief-landlords,90,0,0,2,0
cgt ppr and living in property calculation,already-covered,,,0,0,0,3,0
cgt ppr final months,already-covered,,,0,0,0,1,0
cgt ppr relief,already-covered,,,0,0,0,2,0
cgt ppr relief proforma,already-covered,,,0,0,0,2,0
"cgt ppr#tab#""planning; services; real estate law""",already-covered,,,0,0,0,1,0
cgt private residence relief,assigned,cgt letting relief,/blog/capital-gains-tax/letting-relief-landlords-2026-changes,260,0,0,0,0
cgt promotor agreement non-residential land,already-covered,,,0,0,0,2,0
cgt property,already-covered,,,0,0,0,3,0
cgt property account,assigned,report capital gains,/blog/capital-gains-tax/cgt-payment-deadlines-property-sales-2026,70,0,0,0,0
